# Device: SP3UPS
# Formatted: 2025-07-25 16:44:05
# Original file: csv_data/SP3UPS_20250725.csv
Timestamp,Watts_Total_W,Watts_R_Phase_W,Watts_Y_Phase_W,Watts_B_Phase_W,PF_Ave,PF_R_Ph,PF_Y_Ph,PF_B_Ph,VLN_average_V,V_R_Phase_V,V_Y_Phase_V,V_B_Phase_V,A_average_A,A_R_Phase_A,A_Y_Phase_A,A_B_Phase_A,Frequency_Hz,Wh_received_Wh,Load_Hours_Delivered_h,No_of_interruption_count,On_Hours_h:m:s,V_R_Harmonics_%,V_Y_Harmonics_%,V_B_Harmonics_%,A_R_Harmonics_%,A_Y_Harmonics_%,A_B_Harmonics_%
2025-07-25 14:28:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 14:28:39,-1.0,-1.0,-1.0,-1.0,-1.000,-1.000,-1.000,-1.000,-1.0,-1.0,-1.0,-1.0,-1.00,-1.00,-1.00,-1.00,-1.00,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.00,-1.00,-1.00
2025-07-25 14:28:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 14:28:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 14:28:57,0,0,0,0,1.000,1.000,1.000,1.000,80.3,0,240.9,0,0,0,0,0,49.97,0,0,41,135:06:47,0,1.2,0,0,0,0
2025-07-25 14:29:02,0,0,0,0,1.000,1.000,1.000,1.000,80.3,0,240.9,0,0,0,0,0,49.97,0,0,41,135:06:53,0,1.2,0,0,0,0
2025-07-25 14:29:08,0,0,0,0,1.000,1.000,1.000,1.000,80.3,0,240.9,0,0,0,0,0,49.97,0,0,41,135:06:58,0,1.4,0,0,0,0
2025-07-25 14:29:14,0,0,0,0,1.000,1.000,1.000,1.000,80.3,0,240.8,0,0,0,0,0,49.98,0,0,41,135:07:04,0,1.1,0,0,0,0
2025-07-25 14:29:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 14:29:26,0,0,0,0,1.000,1.000,1.000,1.000,80.2,0,240.6,0,0,0,0,0,49.98,0,0,41,135:07:17,0,1.1,0,0,0,0
2025-07-25 14:29:32,0,0,0,0,1.000,1.000,1.000,1.000,80.2,0,240.5,0,0,0,0,0,49.98,0,0,41,135:07:22,0,1.3,0,0,0,0
2025-07-25 14:29:38,0,0,0,0,1.000,1.000,1.000,1.000,80.2,0,240.4,0,0,0,0,0,49.98,0,0,41,135:07:28,0,0,0,0,0,0
2025-07-25 14:29:43,0,0,0,0,1.000,1.000,1.000,1.000,80.2,0,240.6,0,0,0,0,0,49.98,0,0,41,135:07:34,0,1.2,0,0,0,0
2025-07-25 14:29:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 14:29:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 14:30:01,0,0,0,0,1.000,1.000,1.000,1.000,80.9,0,242.7,0,0,0,0,0,49.98,0,0,41,135:07:52,0,1.2,0,0,0,0
2025-07-25 14:30:07,0,0,0,0,1.000,1.000,1.000,1.000,80.8,0,242.5,0,0,0,0,0,49.98,0,0,41,135:07:57,0,1.2,0,0,0,0
2025-07-25 14:30:13,0,0,0,0,1.000,1.000,1.000,1.000,80.8,0,242.3,0,0,0,0,0,49.98,0,0,41,135:08:03,0,1.2,0,0,0,0
2025-07-25 14:30:18,0,0,0,0,1.000,1.000,1.000,1.000,80.7,0,242.1,0,0,0,0,0,49.98,0,0,41,135:08:09,0,1.2,0,0,0,0
2025-07-25 14:54:25,0,0,0,0,1.000,1.000,1.000,1.000,79.3,0,237.8,0,0,0,0,0,49.98,0,0,42,135:34:56,0,1.2,0,0,0,0
2025-07-25 14:54:31,0,0,0,0,1.000,1.000,1.000,1.000,79.2,0,237.7,0,0,0,0,0,49.98,0,0,42,135:35:02,0,1.1,0,0,0,0
2025-07-25 14:54:36,0,0,0,0,1.000,1.000,1.000,1.000,79.2,0,237.6,0,0,0,0,0,49.98,0,0,42,135:35:07,0,1.4,0,0,0,0
2025-07-25 14:54:42,0,0,0,0,1.000,1.000,1.000,1.000,79.2,0,237.5,0,0,0,0,0,49.98,0,0,42,135:35:13,0,1.1,0,0,0,0
2025-07-25 14:54:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 14:54:54,0,0,0,0,1.000,1.000,1.000,1.000,79.2,0,237.5,0,0,0,0,0,49.98,0,0,42,135:35:25,0,1.1,0,0,0,0
2025-07-25 14:55:00,0,0,0,0,1.000,1.000,1.000,1.000,79.2,0,237.6,0,0,0,0,0,49.98,0,0,42,135:35:31,0,1.1,0,0,0,0
2025-07-25 14:55:06,0,0,0,0,1.000,1.000,1.000,1.000,79.2,0,237.7,0,0,0,0,0,49.98,0,0,42,135:35:37,0,1.1,0,0,0,0
2025-07-25 14:55:12,0,0,0,0,1.000,1.000,1.000,1.000,79.3,0,237.9,0,0,0,0,0,49.99,0,0,42,135:35:43,0,1.1,0,0,0,0
2025-07-25 14:55:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 14:55:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 14:55:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 14:55:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 14:55:39,0,0,0,0,1.000,1.000,1.000,1.000,79.3,0,238.0,0,0,0,0,0,50.00,0,0,42,135:36:10,0,1.1,0,0,0,0
2025-07-25 14:55:45,0,0,0,0,1.000,1.000,1.000,1.000,79.4,0,238.1,0,0,0,0,0,50.00,0,0,42,135:36:16,0,1.1,0,0,0,0
2025-07-25 14:55:51,0,0,0,0,1.000,1.000,1.000,1.000,79.4,0,238.2,0,0,0,0,0,50.00,0,0,42,135:36:22,0,1.0,0,0,0,0
2025-07-25 14:55:56,0,0,0,0,1.000,1.000,1.000,1.000,79.4,0,238.3,0,0,0,0,0,50.00,0,0,42,135:36:27,0,1.1,0,0,0,0
2025-07-25 14:56:02,0,0,0,0,1.000,1.000,1.000,1.000,79.4,0,238.3,0,0,0,0,0,50.01,0,0,42,135:36:33,0,1.1,0,0,0,0
2025-07-25 14:56:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 14:56:15,0,0,0,0,1.000,1.000,1.000,1.000,79.4,0,238.2,0,0,0,0,0,50.01,0,0,42,135:36:46,0,0,0,0,0,0
2025-07-25 14:56:20,0,0,0,0,1.000,1.000,1.000,1.000,79.4,0,238.3,0,0,0,0,0,50.02,0,0,42,135:36:51,0,1.2,0,0,0,0
2025-07-25 14:56:26,0,0,0,0,1.000,1.000,1.000,1.000,79.4,0,238.3,0,0,0,0,0,50.02,0,0,42,135:36:57,0,1.2,0,0,0,0
2025-07-25 14:56:32,0,0,0,0,1.000,1.000,1.000,1.000,79.5,0,238.4,0,0,0,0,0,50.02,0,0,42,135:37:03,0,1.2,0,0,0,0
2025-07-25 14:56:37,0,0,0,0,1.000,1.000,1.000,1.000,79.5,0,238.5,0,0,0,0,0,50.02,0,0,42,135:37:08,0,1.0,0,0,0,0
2025-07-25 14:56:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 14:56:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 14:56:55,0,0,0,0,1.000,1.000,1.000,1.000,79.5,0,238.6,0,0,0,0,0,50.03,0,0,42,135:37:26,0,1.1,0,0,0,0
2025-07-25 14:57:00,0,0,0,0,1.000,1.000,1.000,1.000,79.6,0,238.7,0,0,0,0,0,50.03,0,0,42,135:37:31,0,1.2,0,0,0,0
2025-07-25 14:57:06,0,0,0,0,1.000,1.000,1.000,1.000,79.6,0,238.8,0,0,0,0,0,50.02,0,0,42,135:37:37,0,1.5,0,0,0,0
2025-07-25 14:57:12,0,0,0,0,1.000,1.000,1.000,1.000,79.6,0,238.9,0,0,0,0,0,50.02,0,0,42,135:37:43,0,1.0,0,0,0,0
2025-07-25 14:57:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 14:57:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:49:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:49:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:49:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:49:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:50:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:50:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:50:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:50:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:50:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:50:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:50:41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:50:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:50:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:50:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:51:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:51:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:51:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:51:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:51:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:51:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:51:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:51:41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:51:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:51:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:51:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:52:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:52:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:52:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:52:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:52:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:52:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:52:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:52:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:52:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:52:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:52:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:53:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:53:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:53:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:53:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:53:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:53:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:53:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:53:41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:53:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:53:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:53:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:54:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:54:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:54:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:54:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:54:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:54:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:54:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:54:41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:54:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:54:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:54:59,-1.0,-1.0,-1.0,-1.0,-1.000,-1.000,-1.000,-1.000,-1.0,-1.0,-1.0,-1.0,-1.00,-1.00,-1.00,-1.00,-1.00,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.00,-1.00,-1.00
2025-07-25 15:55:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:55:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:55:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:55:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:55:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:55:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:55:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:55:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:55:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:55:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:55:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:55:42,-1.0,-1.0,-1.0,-1.0,-1.000,-1.000,-1.000,-1.000,-1.0,-1.0,-1.0,-1.0,-1.00,-1.00,-1.00,-1.00,-1.00,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.00,-1.00,-1.00
2025-07-25 15:55:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:55:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:55:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:55:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:55:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:56:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:56:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:56:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:56:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:56:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25 15:56:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
