Location,Device_ID,Meter_Name,Time,Model,Watts_Total,Watts_R_Ph,Watts_Y_Ph,Watts_B_Ph,PF_Ave,PF_R_Ph,PF_Y_Ph,PF_B_Ph,VLN_average,V_R_Ph,V_Y_Ph,V_B_Ph,A_average,A_R_Ph,A_Y_Ph,A_B_Ph,Frequency,Wh_received,Load_Hours_Delivered,No_of_interruption,On_Hours,V_R_Harmonics,V_Y_Harmonics,V_B_Harmonics,A_R_Harmonics,A_Y_Harmonics,A_B_Harmonics
SEVANTHI,2,M2_2,2025-09-03 15:22:20,LG6400,1862.90,440.38,1398.28,24.23,0.99,1,1,0.97,221.17,228.31,225.08,210.10,2.76,1.93,6.23,0.12,49.98,1939.86,183.64,1,187.16,4.31,4.39,4.76,5.12,2.24,6.93
SEVANTHI,1,M2_1,2025-09-03 15:22:25,LG6400,3124.37,1247.65,1196.47,680.26,0.97,0.99,0.95,0.98,219.86,212.02,233.30,214.27,4.86,5.96,5.39,3.23,50.15,1424.97,180.75,0,136.99,1.14,0.75,2.86,5.95,2.33,2.85
SEVANTHI,2,M2_2,2025-09-03 15:22:25,LG6400,2893.58,1304.55,576.32,1012.71,0.98,0.98,0.99,0.97,231.69,222.22,233.70,239.15,4.27,5.96,2.50,4.36,49.59,1942.32,183.68,1,187.18,4.99,3.06,0.71,5.17,4.28,0.48
SEVANTHI,1,M2_1,2025-09-03 15:22:30,LG6400,1560.11,1201.02,143.90,215.19,0.98,0.96,0.98,0.98,231.36,233.16,239.92,220.99,2.31,5.34,0.61,0.99,50.18,1426.87,180.80,1,137.03,4.05,0.67,2.69,3.05,5.40,2.29
SEVANTHI,2,M2_2,2025-09-03 15:22:30,LG6400,813.30,435.09,320.03,58.19,0.98,0.99,0.99,0.96,231.55,225.11,230.95,238.59,1.20,1.95,1.39,0.25,50.17,1944,183.69,0,187.22,4.65,1.62,0.99,7.26,4.90,3.28
SEVANTHI,1,M2_1,2025-09-03 15:22:35,LG6400,1876.10,387.57,808.13,680.41,0.98,0.97,0.98,0.99,228.09,221.84,231.64,230.80,2.78,1.80,3.57,2.97,49.87,1431.53,180.82,1,137.06,0.13,3.83,3.91,6.53,1.61,2.17
SEVANTHI,2,M2_2,2025-09-03 15:22:35,LG6400,1874.39,911.37,494.83,468.18,0.98,0.98,0.96,1,227.48,232.07,239.51,210.85,2.80,4.01,2.15,2.23,50.24,1945.90,183.71,1,187.25,3.51,2.90,4.47,0.63,3.30,7.55
SEVANTHI,1,M2_1,2025-09-03 15:22:40,LG6400,1996.65,729.04,278.54,989.07,0.98,1,0.96,0.99,226.95,217.22,226.76,236.86,2.95,3.36,1.28,4.22,49.51,1436.32,180.85,1,137.10,2.39,4.23,2.25,3.34,5.21,0.13
SEVANTHI,2,M2_2,2025-09-03 15:22:40,LG6400,1226.60,672.84,540.39,13.36,0.97,0.96,0.95,0.99,233.85,233.46,229.34,238.74,1.84,3.01,2.47,0.06,50.12,1948.98,183.74,1,187.28,0.48,0.58,3.11,0.55,6.25,3.47
SEVANTHI,1,M2_1,2025-09-03 15:22:45,LG6400,2870.25,1129.24,1134.32,606.70,0.98,0.98,0.97,0.99,226.69,213.39,234.21,232.45,4.35,5.42,4.99,2.64,50.35,1437.92,180.87,0,137.15,4.06,0.66,4.69,0.39,3.37,1.25
SEVANTHI,2,M2_2,2025-09-03 15:22:45,LG6400,3053.75,1446,485.57,1122.18,0.98,0.99,0.99,0.96,218.85,231.45,210.45,214.64,4.68,6.30,2.32,5.43,50.46,1953.93,183.77,1,187.31,0.41,0.81,0.28,1.73,5.40,0.99
SEVANTHI,1,M2_1,2025-09-03 15:22:50,LG6400,1188.65,735.53,86.68,366.44,0.97,0.99,0.95,0.97,226.43,227.19,216.19,235.92,1.77,3.28,0.42,1.61,49.89,1438.97,180.92,1,137.16,4.70,0.04,4.11,3.73,1.11,6.86
SEVANTHI,2,M2_2,2025-09-03 15:22:50,LG6400,1388.66,726.86,597.72,64.08,1,1,1,0.99,227.22,231.04,213.17,237.45,2.08,3.16,2.81,0.27,50.08,1955.36,183.81,0,187.35,3.11,2.40,2.07,5.84,0.38,3.35
SEVANTHI,1,M2_1,2025-09-03 15:22:55,LG6400,2204.10,227.47,834.70,1141.93,0.97,0.95,0.98,0.99,219.85,215.88,223.57,220.11,3.39,1.11,3.81,5.24,49.78,1443.65,180.94,1,137.20,3.69,3.37,3.45,4.10,4.83,4.71
SEVANTHI,2,M2_2,2025-09-03 15:22:55,LG6400,874.44,182.18,256.87,435.39,0.97,1,0.95,0.97,220.30,214.80,221.45,224.65,1.36,0.85,1.22,2.01,50.05,1957.50,183.83,1,187.40,2.79,3.36,3.70,6.66,0.15,4.82
SEVANTHI,1,M2_1,2025-09-03 15:23:00,LG6400,131.46,29.25,58.71,43.49,0.98,0.97,0.97,0.99,219.22,211.31,219.26,227.11,0.20,0.14,0.28,0.19,50,1447.40,180.98,1,137.24,2.27,3.05,2.91,6.10,6.61,7.71
SEVANTHI,2,M2_2,2025-09-03 15:23:00,LG6400,2543.98,431.18,1167.89,944.92,0.98,0.96,0.99,0.98,226.35,222.14,234.55,222.37,3.79,2.03,5.01,4.33,49.58,1961.81,183.85,1,187.44,0.60,0.22,4.70,4.72,1.53,2.75
SEVANTHI,1,M2_1,2025-09-03 15:23:05,LG6400,1523.69,246.57,1085.72,191.40,0.98,0.97,0.98,0.99,225.71,231.53,219.67,225.93,2.33,1.10,5.02,0.86,49.97,1452.05,181.02,0,137.28,3.79,1.87,2.45,6.69,1.02,0.42
SEVANTHI,2,M2_2,2025-09-03 15:23:05,LG6400,2157.61,678.40,57.21,1421.99,0.98,0.96,0.98,0.98,231.48,233.98,226.53,233.94,3.16,3.01,0.26,6.20,49.94,1966.72,183.88,1,187.45,2.48,1.78,1.95,1.50,3.94,0.84
SEVANTHI,1,M2_1,2025-09-03 15:23:10,LG6400,3606.29,1126.71,1313.01,1166.58,0.99,0.97,0.99,1,226.93,232.75,232.28,215.75,5.37,5,5.70,5.41,49.97,1456.83,181.07,0,137.33,4.78,1.29,1.36,0.29,5.52,7.68
SEVANTHI,2,M2_2,2025-09-03 15:23:10,LG6400,713.98,135.10,115.16,463.73,0.99,0.98,0.98,1,214.34,214.35,213.37,215.31,1.12,0.65,0.55,2.15,49.77,1968.94,183.92,0,187.49,0.01,2.86,2.41,3.57,7.21,2.30
SEVANTHI,1,M2_1,2025-09-03 15:23:15,LG6400,1255.33,37.30,624.90,593.13,0.97,0.95,0.99,0.96,223.09,217.58,216.41,235.27,1.90,0.18,2.91,2.63,50.40,1461.38,181.10,1,137.37,3.29,1.11,0.43,2.91,3.54,4.80
SEVANTHI,2,M2_2,2025-09-03 15:23:15,LG6400,2631.32,25.91,1314.61,1290.80,0.96,0.96,0.96,0.95,229.89,239.35,226.08,224.24,4.07,0.11,6.07,6.03,50.29,1971.40,183.96,0,187.53,3.01,4.77,2.27,0.13,3.46,1.71
SEVANTHI,1,M2_1,2025-09-03 15:23:20,LG6400,2244.22,1011.27,935.60,297.35,0.97,0.96,0.97,0.98,219.69,220.53,228.39,210.15,3.49,4.80,4.23,1.44,49.68,1465.72,181.13,0,137.40,4.22,4.40,3.53,4.78,4.84,5.05
SEVANTHI,2,M2_2,2025-09-03 15:23:20,LG6400,2065.55,959.25,1003.46,102.85,0.97,0.99,0.97,0.95,233.30,237.55,229.51,232.85,3.02,4.10,4.49,0.46,49.77,1974.40,183.98,1,187.56,2.96,4.11,1.87,1.96,4.97,5.60
SEVANTHI,1,M2_1,2025-09-03 15:23:25,LG6400,2558.71,393.02,1207.60,958.08,0.97,0.96,0.97,0.98,226.04,230.77,219.86,227.48,3.92,1.78,5.68,4.30,49.91,1469.14,181.16,1,137.42,3.03,2.34,4.18,7.18,5.23,7.13
SEVANTHI,2,M2_2,2025-09-03 15:23:25,LG6400,3116.36,1152.51,936.07,1027.78,0.97,0.99,0.96,0.95,220.06,218.43,222.77,218.97,4.88,5.35,4.38,4.92,50.41,1975.59,184.01,1,187.60,0.66,3.17,3.61,2.51,6.56,4.22
SEVANTHI,1,M2_1,2025-09-03 15:23:30,LG6400,2676.56,1098.81,1055.86,521.88,0.97,0.96,0.96,0.99,220.23,215.31,212.94,232.43,4.25,5.30,5.18,2.28,49.90,1472.36,181.19,0,137.44,3.04,0.40,2.67,7.40,5.64,6.03
SEVANTHI,2,M2_2,2025-09-03 15:23:30,LG6400,1218.01,423.63,237.79,556.59,0.97,0.96,0.98,0.99,217.53,223.42,217.13,212.02,1.92,1.97,1.12,2.66,49.88,1978.80,184.06,0,187.64,1.07,2.65,4.40,3.54,7.37,7.15
SEVANTHI,1,M2_1,2025-09-03 15:23:35,LG6400,1651.78,105.42,1225.55,320.80,0.98,0.98,0.97,0.99,226.42,222.74,218.36,238.14,2.55,0.48,5.81,1.36,50.41,1473.79,181.23,0,137.47,2.97,0.28,2.02,1.31,4.87,4.98
SEVANTHI,2,M2_2,2025-09-03 15:23:35,LG6400,2018.14,765.23,926,326.91,0.97,0.97,0.99,0.96,225.25,225.41,218.56,231.77,3.09,3.51,4.29,1.46,49.78,1983.31,184.09,0,187.67,2.54,1,4.41,4.17,2.65,2.29
SEVANTHI,1,M2_1,2025-09-03 15:23:40,LG6400,1988.25,132.14,736.79,1119.31,0.98,0.96,0.98,0.99,226.57,226.84,235.71,217.17,3,0.61,3.17,5.21,50.39,1478.14,181.25,1,137.50,3.09,1.26,4.68,6.61,5.05,3.81
SEVANTHI,2,M2_2,2025-09-03 15:23:40,LG6400,1981.85,264.90,1247.83,469.12,0.98,0.97,0.99,0.97,228.23,234.10,235.60,214.99,2.91,1.16,5.34,2.24,50.45,1985.95,184.13,1,187.71,2.87,4.99,3.14,5.31,1.64,7.67
SEVANTHI,1,M2_1,2025-09-03 15:23:45,LG6400,1718.19,271.84,930.13,516.22,0.98,0.99,0.96,0.99,222.78,211.51,217.73,239.11,2.64,1.30,4.43,2.18,50.36,1480.70,181.27,0,137.54,2.43,2.63,2.37,5.89,6.87,7.59
SEVANTHI,2,M2_2,2025-09-03 15:23:45,LG6400,3654.09,1162.96,1156.49,1334.64,0.97,0.98,0.95,0.98,222.35,215.35,230.92,220.78,5.66,5.51,5.27,6.19,50.27,1988.44,184.17,0,187.76,3.53,2.09,0.09,5.98,1.28,4.19
SEVANTHI,1,M2_1,2025-09-03 15:23:50,LG6400,2035.27,66.37,1118.31,850.59,0.98,0.99,0.97,0.97,225.67,238.57,214.97,223.47,3.19,0.28,5.36,3.94,50.08,1482.54,181.30,0,137.57,3.17,4.50,2.38,7.89,7.18,7.64
SEVANTHI,2,M2_2,2025-09-03 15:23:50,LG6400,2118.34,917.12,212.97,988.25,0.98,0.96,0.98,0.99,222.70,229.84,220.72,217.54,3.24,4.14,0.99,4.60,50.04,1991.72,184.20,1,187.79,3.95,0.72,2.70,4.98,3.27,6.13
SEVANTHI,1,M2_1,2025-09-03 15:23:55,LG6400,1193.58,201.95,846.02,145.61,0.96,0.96,0.98,0.95,221.93,223.84,220.69,221.26,1.85,0.94,3.93,0.69,50.41,1483.85,181.31,1,137.59,0.06,3,4.12,4.61,6.04,2.27
SEVANTHI,2,M2_2,2025-09-03 15:23:55,LG6400,1987.74,555.20,967.64,464.89,0.98,0.98,0.97,0.98,221.62,235.56,215.68,213.61,3.07,2.40,4.60,2.21,49.88,1995.43,184.22,0,187.82,1.49,1.38,2.75,1.03,3.54,4.09
SEVANTHI,1,M2_1,2025-09-03 15:24:00,LG6400,2202.24,1065.73,947.31,189.20,0.97,0.95,0.97,1,228.22,227.45,229.88,227.32,3.33,4.91,4.25,0.84,49.99,1486.18,181.33,0,137.62,4.39,0.80,3.26,7.88,1.78,4.13
SEVANTHI,2,M2_2,2025-09-03 15:24:00,LG6400,1111.89,461.68,233.74,416.48,0.98,0.98,0.99,0.97,218.94,210.36,223.26,223.19,1.74,2.23,1.06,1.93,50.35,1996.84,184.26,0,187.86,2.84,1.17,4.73,7.06,4.52,2.25
SEVANTHI,1,M2_1,2025-09-03 15:24:05,LG6400,2277.02,650.88,510.66,1115.47,0.98,0.98,0.97,0.98,223.86,231.41,228.56,211.62,3.52,2.88,2.31,5.37,50.33,1487.53,181.34,1,137.66,4.39,4.04,3.39,7.98,2.76,7.01
SEVANTHI,2,M2_2,2025-09-03 15:24:05,LG6400,956.49,390.31,317.27,248.90,0.96,0.96,0.95,0.98,226.48,220.35,224.62,234.45,1.47,1.84,1.48,1.09,50.14,1999.37,184.30,0,187.89,3.06,2.66,0.35,0.95,3.33,4.73
SEVANTHI,1,M2_1,2025-09-03 15:24:10,LG6400,2335.75,1185.25,159.02,991.49,0.97,0.96,0.96,0.99,213.10,210.98,210.04,218.29,3.75,5.88,0.79,4.58,50.35,1491.79,181.38,0,137.69,4.58,1.72,3.36,0.17,3.31,5.13
SEVANTHI,2,M2_2,2025-09-03 15:24:10,LG6400,2863.16,715.83,1248.76,898.57,0.97,0.97,0.96,0.98,223.92,230.53,221.49,219.74,4.42,3.20,5.90,4.15,50.24,2001.07,184.32,0,187.91,4.14,1.95,2.27,2.98,2.21,3.98
SEVANTHI,1,M2_1,2025-09-03 15:24:15,LG6400,2817.56,1075.29,552.82,1189.45,0.97,0.96,0.99,0.97,223.26,222.39,214.62,232.77,4.32,5.05,2.61,5.29,50,1493.83,181.43,1,137.71,4.85,1.24,3.75,0.88,1.44,0.54
SEVANTHI,2,M2_2,2025-09-03 15:24:15,LG6400,2718.68,869.71,501,1347.97,0.97,0.97,0.99,0.95,227.87,224.61,220.95,238.07,4.07,3.97,2.30,5.95,49.62,2002.50,184.36,1,187.95,0.81,0.98,3.06,6.73,0.36,5.89
SEVANTHI,1,M2_1,2025-09-03 15:24:20,LG6400,1890.28,90.58,1034.18,765.53,0.97,0.95,0.99,0.96,228.64,230.30,232.76,222.85,2.83,0.41,4.48,3.58,49.69,1497.36,181.48,0,137.72,4.42,2.06,2.78,5.03,4.92,2.31
SEVANTHI,2,M2_2,2025-09-03 15:24:20,LG6400,1323.02,670.45,406.88,245.69,0.98,0.98,0.98,0.97,225.75,233.60,213.82,229.83,1.99,2.93,1.94,1.11,49.89,2006.07,184.41,1,187.97,1.20,1.61,3.50,1.56,6.19,0.71
SEVANTHI,1,M2_1,2025-09-03 15:24:25,LG6400,1278.24,318.31,537.37,422.56,0.96,0.95,0.96,0.96,224.93,212.31,239.92,222.55,1.96,1.58,2.33,1.98,49.80,1498.55,181.49,0,137.75,1.86,4.04,1.42,6.97,7.36,4.83
SEVANTHI,2,M2_2,2025-09-03 15:24:25,LG6400,1630.51,466.79,290.72,873,0.98,0.98,0.98,0.99,225.51,234.06,210.39,232.07,2.42,2.04,1.41,3.80,50.38,2009.87,184.43,1,188.01,4.39,1.59,1.34,0.88,4.79,5.54
SEVANTHI,1,M2_1,2025-09-03 15:24:30,LG6400,1234.46,939.21,101.39,193.86,0.98,0.97,0.99,0.99,223.46,212.77,225.67,231.93,1.94,4.54,0.45,0.84,49.56,1501.52,181.51,1,137.77,4.66,3.78,2.02,3.93,0.79,4.34
SEVANTHI,2,M2_2,2025-09-03 15:24:30,LG6400,1467.28,107.58,943.93,415.77,0.97,0.97,0.96,0.98,225.81,228.34,211.05,238.04,2.31,0.49,4.66,1.78,49.88,2012,184.47,1,188.05,3.67,2.11,2.75,4.05,3.50,5.92
SEVANTHI,1,M2_1,2025-09-03 15:24:35,LG6400,3197.36,1259.40,957.50,980.46,0.98,0.96,0.99,0.99,222.43,215.94,218.43,232.93,4.91,6.07,4.41,4.25,50.29,1504.52,181.54,0,137.81,0.70,0.92,4.02,5.13,4.43,0.93
SEVANTHI,2,M2_2,2025-09-03 15:24:35,LG6400,3224.97,1051.68,1312.52,860.77,0.99,0.99,1,0.99,228.08,227.22,228.26,228.76,4.74,4.66,5.75,3.82,50.37,2016.58,184.50,1,188.09,1.35,1.45,3.69,4.03,5.52,1.03
SEVANTHI,1,M2_1,2025-09-03 15:24:40,LG6400,3043.58,1031.96,1069.41,942.21,0.98,1,0.98,0.96,228.54,233.62,234.86,217.14,4.53,4.43,4.64,4.52,49.87,1506.13,181.57,0,137.82,3.40,0.63,2.67,7.43,2.79,4.92
SEVANTHI,2,M2_2,2025-09-03 15:24:40,LG6400,2344.31,846.34,582.26,915.71,0.97,0.95,0.98,0.98,219.66,222.89,211.09,225.01,3.65,3.98,2.82,4.14,49.63,2018.37,184.52,1,188.13,2.15,2.53,0.86,4.41,1.18,3.37
SEVANTHI,1,M2_1,2025-09-03 15:24:45,LG6400,338.94,273.74,7.05,58.15,0.97,0.96,0.95,0.99,227.47,228.85,232.28,221.30,0.51,1.25,0.03,0.26,50.05,1507.49,181.61,1,137.84,1.86,4.70,4.05,5.92,0.34,2.14
SEVANTHI,2,M2_2,2025-09-03 15:24:45,LG6400,412.52,226.68,38.74,147.10,0.98,0.97,0.97,0.99,228.31,228.13,231.25,225.55,0.62,1.02,0.17,0.66,49.73,2021.41,184.55,1,188.17,4.13,1.35,2.54,3.83,1.98,7.45
SEVANTHI,1,M2_1,2025-09-03 15:24:50,LG6400,2793.64,910.57,1426.86,456.21,0.98,0.98,0.97,0.98,223.46,210.50,236.03,223.86,4.24,4.42,6.23,2.07,49.62,1512.07,181.63,1,137.86,4.60,2.70,0.36,5.48,3.07,5.69
SEVANTHI,2,M2_2,2025-09-03 15:24:50,LG6400,1599.14,1361.14,213.53,24.47,0.98,1,1,0.95,225.21,236.43,226.59,212.61,2.28,5.78,0.95,0.12,50.10,2023.81,184.59,0,188.19,0.29,1.19,0.52,6.62,2.16,5.88
SEVANTHI,1,M2_1,2025-09-03 15:24:56,LG6400,2657.08,1272.35,703.87,680.85,0.97,0.96,0.96,0.97,233.42,235.62,235.58,229.05,3.92,5.60,3.12,3.06,49.54,1514.95,181.65,0,137.91,3.78,1.45,1.46,1.01,4.34,7.08
SEVANTHI,2,M2_2,2025-09-03 15:24:56,LG6400,2198.15,9.34,941.49,1247.32,0.98,0.98,0.98,0.97,224.39,213.84,235.21,224.12,3.29,0.04,4.09,5.74,49.72,2028.52,184.61,0,188.21,1.30,0.52,1.21,3.65,4.30,0.74
SEVANTHI,1,M2_1,2025-09-03 15:25:01,LG6400,1679.22,676.78,176.74,825.70,0.98,0.96,0.99,0.98,227.14,222.46,222.23,236.73,2.51,3.17,0.81,3.55,50.50,1516.22,181.68,0,137.96,0.69,4.06,0.30,5.10,3.83,3.15
SEVANTHI,2,M2_2,2025-09-03 15:25:01,LG6400,2313.10,461.23,906.03,945.84,0.98,0.98,1,0.96,225.52,210.45,233.52,232.60,3.45,2.25,3.88,4.23,49.96,2032.26,184.64,1,188.25,1.28,1.56,4.65,6.80,7.83,2.97
SEVANTHI,1,M2_1,2025-09-03 15:25:06,LG6400,2448.03,53.03,1020.33,1374.67,0.98,0.99,1,0.95,223.80,218.20,217.78,235.41,3.69,0.25,4.69,6.13,50.07,1520.80,181.72,0,137.97,3.43,2.55,3.20,2.50,4.81,5.49
SEVANTHI,2,M2_2,2025-09-03 15:25:06,LG6400,1786.27,733.04,977.42,75.81,0.98,0.97,0.99,0.97,225.72,233.47,223.35,220.34,2.66,3.23,4.40,0.36,49.91,2035.45,184.66,1,188.27,1.51,1.87,4.38,1.12,5.35,7.74
SEVANTHI,1,M2_1,2025-09-03 15:25:11,LG6400,2468.85,313.90,908.10,1246.85,0.96,0.96,0.96,0.96,222.53,211.44,236.10,220.06,3.81,1.54,3.99,5.89,49.93,1523.45,181.77,0,138.02,4.11,1.62,4.49,4.15,6.57,5.36
SEVANTHI,2,M2_2,2025-09-03 15:25:11,LG6400,579.86,495.67,29.08,55.10,0.97,0.96,0.97,0.97,227.55,231.67,227.45,223.53,0.87,2.22,0.13,0.26,50.11,2039.43,184.71,1,188.32,0.45,4.91,0.64,4.42,3.79,2.39
SEVANTHI,1,M2_1,2025-09-03 15:25:16,LG6400,1782.46,838.19,237.40,706.86,0.97,0.98,0.98,0.95,234.20,229.17,234.69,238.75,2.63,3.74,1.03,3.11,50.46,1528.13,181.79,0,138.06,2.46,0.09,3.97,4.50,1.20,5.39
